"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Infraspecific name]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Seed origin]"	"Characteristics[Study start]"	"Characteristics[Study duration]"	"Characteristics[Growth facility]"	"Characteristics[Geographic location]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Rooting medium]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Plot size]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sowing density]"	"Parameter Value[pH]"	"Protocol REF"	"Parameter Value[Air humidity]"	"Parameter Value[Daily photon flux]"	"Parameter Value[Length of light period]"	"Parameter Value[Day temperature]"	"Parameter Value[Night temperature]"	"Protocol REF"	"Parameter Value[N before fertilisation]"	"Parameter Value[Type of fertiliser]"	"Parameter Value[Amount of fertiliser]"	"Protocol REF"	"Parameter Value[Irrigation type]"	"Parameter Value[Volume]"	"Parameter Value[Frequency]"	"Protocol REF"	"Parameter Value[Experimental unit]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Inoculation]"	"Term Source REF"	"Term Accession Number"	"Factor Value[year]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[block]"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"source_1694"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_80"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1694"
"source_1695"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_80"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1695"
"source_1696"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_81"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1696"
"source_1697"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_81"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1697"
"source_1698"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_81"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1698"
"source_1699"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_85"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1699"
"source_1700"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_85"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1700"
"source_1701"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_85"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1701"
"source_1702"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_89"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1702"
"source_1703"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_89"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1703"
"source_1704"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_89"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1704"
"source_1705"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_90"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1705"
"source_1706"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_90"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1706"
"source_1707"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_90"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1707"
"source_1708"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_95"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1708"
"source_1709"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_95"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1709"
"source_1710"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_95"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1710"
"source_1711"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_104"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1711"
"source_1712"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_104"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1712"
"source_1713"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_104"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1713"
"source_1714"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_116"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1714"
"source_1715"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_116"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1715"
"source_1716"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_116"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1716"
"source_1717"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_117"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1717"
"source_1718"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_117"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1718"
"source_1719"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_117"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1719"
"source_1720"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_122"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1720"
"source_1721"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_122"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1721"
"source_1722"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_122"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1722"
"source_1723"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_123"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1723"
"source_1724"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_123"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1724"
"source_1725"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_123"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1725"
"source_1726"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_129"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1726"
"source_1727"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_129"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1727"
"source_1728"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_129"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1728"
"source_1729"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_131"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1729"
"source_1730"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_131"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1730"
"source_1731"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_131"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1731"
"source_1732"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_132"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1732"
"source_1733"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_132"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1733"
"source_1734"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_132"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1734"
"source_1735"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_137"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1735"
"source_1736"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_137"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1736"
"source_1737"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_137"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"3"	""	""	"sample_1737"
"source_1738"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_138"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"1"	""	""	"sample_1738"
"source_1739"	"Triticum aestivum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4565"	"Z/S_138"	""	""	"IPG PAS"	"2010"	"3"	"field"	"Cerekwica, Poland"	""	""	"Rooting"	"luvisol"	""	""	"1"	"square meter"	""	""	"300"	""	"Aerial conditions"	""	"9.0"	"16.2"	""	""	"Nutrition"	""	"NPK"	""	"Watering"	"none"	""	""	"Sampling"	"plot"	""	""	"Inoculated"	""	""	"2011"	"year"	"UO"	"http://purl.obolibrary.org/obo/UO_0000036"	"2"	""	""	"sample_1739"
